reference,whisper_small_prediction,whisper_small_process_time
suka marah,suka marah,0.7387816905975342
suka tiba-tiba sedih macam orang,suka tiba-tiba sedih macam orang,1.5686912536621094
macam orang gila orang tak betul macam tu,macam orang gila orang tak betul macam tu,1.4968514442443848
biasanya dia berumur,biasanya dia berumur,1.0559120178222656
ha dia bukan berumur dia macam tempoh masa dia tu dalam masa macam,ha dia bukan berumur dia macam tempoh masa dia tu dalam masa macam,2.8105244636535645
biasanya dia daripada,biasanya dia daripada,1.5466933250427246
an,an,0.44724416732788086
enam tahun,enam tahun,0.6782829761505127
hingga ke sembilan tahun kalau gangguan perlakuan contoh macam,hingga ke sembilan tahun kalau gangguan perlakuan contoh macam,2.1556289196014404
hiperaktif dia daripada umur tiga tahun,hiperaktif dia daripada umur tiga tahun,1.8292980194091797
hingga sembilan tahun,hingga sembilan tahun,0.864689826965332
perkembangan per,berkembangan,0.7491424083709717
pervasif contoh macam autisme tu,pervasif contoh macam autisme tu,1.3057968616485596
dia umur daripada satu tahun hingga lima tahun,dia umur daripada satu tahun hingga lima tahun,1.927375078201294
dan pergantungan,dan pergantungan,1.2719838619232178
ha berumur daripada satu tahun hingga tiga tahun,ha berumur daripada satu tahun hingga tiga tahun,2.6001315116882324
tu jangka jangka,tu jangka jangka,1.0968551635742188
em masalah mental yang,em masalah mental yang,0.8732473850250244
khusus,khusus,0.641005277633667
terdapat di lingkungan jarak umur yang tertentu la,terdapat di lingkungan jarak umur yang tertentu la,2.0873475074768066
dia macam ada umur-umur yang tertentu untuk ha berpotensi untuk dapat penyakit tu,dia macam ada umur-umur yang tertentu untuk ha berpotensi untuk dapat penyakit tu,3.204749822616577
kalau macam,kalau macam,0.663750410079956
autisme ni,autisme ni,0.6655027866363525
dia penyakit yang macam,dia penyakit yang macam,1.452491283416748
autisme ni,autisme ni,0.8399398326873779
okey aku nak tanya kau,okey aku nak tanya kau,1.561861515045166
apa yang,pun,0.686337947845459
kau pernah tak ada pengalaman macam,kau pernah tak ada pengalaman macam,1.3204505443572998
ha jaga orang autisme ke ataupun,ha jaga orang autisme ke ataupun,1.3126819133758545
kau pernah kenal ke kawan ke sen- sendiri dengan orang-orang macam tu pernah tak,kau pernah kenal ke kawan ke sen- sendiri dengan orang-orang macam tu pernah tak,2.594414710998535
oh,oh,0.45547056198120117
oh this,oh dia,0.5359587669372559
oh ganas macam dia tiba-tiba dia macam ganas tiba-tiba dia baik macam tu lah,oh ganas macam dia tiba-tiba dia macam ganas tiba-tiba dia baik macam tu lah,3.0786402225494385
ke,ke,0.4438321590423584
oh macam tu,oh macam tu,0.8683004379272461
oh wak,oh,0.5444698333740234
kau nak tau tak sebenarnya autism ni,kau nak tau tak sebenarnya autism ni,1.866729974746704
dia sebenarnya ha gangguan pertumbuhan tumbesaran,dia sebenarnya ha gangguan pertumbuhan tumbesaran,2.13288950920105
dalam jangka masa panjang lah,dalam jangka masa panjang lah,1.321373462677002
dia ganggu kita punya tumbesaran badan ke otak ke kita punya apa-apa tumbesaran,dia ganggu kita punya tumbesaran badan ke otak ke kita punya apa-apa tumbesaran,2.9393742084503174
dal- dalam jangka masa yang panjang,dal- dalam jangka masa yang panjang,1.4411799907684326
dan dia memberi,dan dia memberi,0.7745695114135742
kesan dalam pemikiran kanak-kanak biasanya kanak-kanak lah dapat benda macam ni,kesan dalam pemikiran kanak-kanak biasanya kanak-kanak lah dapat benda macam ni,3.412442207336426
biasanya,biasanya,0.9304397106170654
ha ia berlaku kepada kanak-kanak di antara satu hingga,ha ia berlaku kepada kanak-kanak di antara satu hingga,2.666476249694824
dua orang dalam,dua orang dalam,0.797987699508667
se seribu dan ia terjadi empat kali lebih kerap di kalangan kanak-kanak lelaki so dia jadi,se seribu dan ia terjadi empat kali lebih kerap di kalangan kanak-kanak lelaki so dia jadi,3.5154991149902344
dia biasanya,dia biasanya,0.8054893016815186
ha budak-budak lelaki lah yang kena budak-budak perempuan ni dia macam kurang sikit,ha budak-budak lelaki lah yang kena budak-budak perempuan ni dia macam kurang sikit,3.711632013320923
ha gejala-gejala ni selalunya berlaku kepada kanak-kanak ha berumur tiga tahun,ha gejala-gejala ni selalunya berlaku kepada kanak-kanak ha berumur tiga tahun,4.588426351547241
ha sebab-sebab autism ni berlaku disebabkan,ha sebab-sebab autism ni berlaku disebabkan,1.9615161418914795
ha,ah,0.4471561908721924
cara komunikasi ke,cara komunikasi ke,0.9737687110900879
tindak balas sosial ke tindak lah tin- tingkah laku yang berulang dari segi minat dan aktiviti,tindak balas sosial ke tindak lah tin- tingkah laku yang berulang dari segi minat dan aktiviti,3.7202951908111572
autism ni dia salah satu hak bahagian dalam gangguan yang dipanggil,autism ni dia salah satu hak bahagian dalam gangguan yang dipanggil,2.59153413772583
pervasive deve- deve- development disorder dan satu lagi gangguan dari kumpulan ini ialah,pervasive deve- deve- development disorder dan satu lagi gangguan dari kumpulan ini ialah,3.6780436038970947
as- Asperger syndrome di mana peru pertuturan kanak-kanak dan kemahiran kognitif boleh jadi normal,as- Asperger syndrome di mana peru pertuturan kanak-kanak dan kemahiran kognitif boleh jadi normal,3.7523679733276367
so tanda-tanda,so tanda-tanda,0.9808506965637207
tanda-tanda ha apa ni autism ni ialah,tanda-tanda ha apa ni autism ni ialah,1.6727535724639893
daripada tadi aku cakap komunikasi kan,daripada tadi aku cakap komunikasi kan,1.5212810039520264
so daripada dia nak cara bercakap tu [UNK] ha dia jadi,so daripada dia nak cara bercakap tu je ha dia jadi,2.1366004943847656
kadang-kadang lambat lepas tu dia macam tak normal,kadang-kadang lambat lepas tu dia macam tak normal,2.603076457977295
ha lepas tu dia tak boleh cakap macam teratur macam dia cakap terabur-terabur lah,ha lepas tu dia tak boleh cakap macam teratur macam dia cakap terabur-terabur lah,3.4176480770111084
lepas tu,lepas tu,0.6672861576080322
bahasa dia tanpa lisan yang tidak normal contoh,bahasa dia tanpa lisan yang tidak normal contoh,1.6150426864624023
kurang pergerakan angge- anggota badan,kurang pergerakan angge- anggota badan,1.69419264793396
lepas tu kurang cerdas masa bermain dia macam slow je kalau orang ajak main kalau macam,lepas tu kurang cerdas masa bermain dia macam slow je kalau orang ajak main kalau macam,2.8423662185668945
kalau budak lelaki kan masa eh petang-petang dia orang suka main bola,kalau budak lelaki kan masa eh petang-petang dia orang suka main bola,3.2531933784484863
tapi kalau ha budak-budak yang ada penyakit ni dia macam dia suka main bola tapi,tapi kalau ha budak-budak yang ada penyakit ni dia macam dia suka main bola tapi,3.3472347259521484
dia macam ha bola ah boleh lah dia macam okey okey pas [UNK] ha lepas tu masa dia nak main bola tu dia macam,dia macam ha bola ah boleh lah dia macam okey okey pas ah lepas tu masa dia nak main bola tu dia macam,3.4613709449768066
slow je kejar bola tu macam tak tak,slow je kejar bola tu macam tak tak,1.334773302078247
tak macam orang lain lah,tak macam orang lain lah,0.8782792091369629
lepas tu dia macam kurang sikitlah bergaul dan berbincang dengan orang lain dia macam,lepas tu dia macam kurang sikitlah bergaul dan berbincang dengan orang lain dia macam,3.1908257007598877
tak suka cakap-cakap dengan orang dia suka dengan orang-orang yang dekat je,tak suka cakap-cakap dengan orang dia suka dengan orang-orang yang dekat je,3.4383277893066406
kalau macam ada kawan baru ke jiran baru ke nak pergi sekolah ada jumpa kawan baru,kalau macam ada kawan baru ke jiran baru ke nak pergi sekolah ada jumpa kawan baru,2.9418632984161377
dia macam,dia macam,0.6747119426727295
dia lebih suka untuk diam dia tak suka cakap dengan orang lain,dia lebih suka untuk diam dia tak suka cakap dengan orang lain,1.8846988677978516
kalau jenis macam daripada tanda-tanda daripada jenis ha segi komunikasi pula,kalau jenis macam daripada tanda-tanda daripada jenis ha segi komunikasi pula,3.4670753479003906
daripada tindak balas sosial,daripada tindak balas sosial,1.7086422443389893
daripada segi tindak balas sosial,daripada segi tindak balas sosial,2.2904202938079834
dia hilang tumpuan dan kurang mimik muka dia macam kalau orang cakap kan kalau macam contoh kita cakap pasal benda-benda yang seram ke apa ke,dia hilang tumpuan dan kurang mimik muka dia macam kalau orang cakap kan kalau macam contoh kita cakap pasal benda-benda yang seram ke apa ke,5.3766703605651855
dia macam kalau orang normal dia akan cakap dia macam buat muka macam takut ke apa tapi kalau orang yang ada autism ni dia macam,dia macam kalau orang normal dia akan cakap dia macam buat muka macam takut ke apa tapi kalau orang yang ada autism ni dia macam,3.682809591293335
macam tak ada perasaan macam,macam tak ada perasaan macam,1.2231953144073486
macam dengar macam oh macam tu ha dia macam ha dia macam tak ada tak ada reaksi muka lah,macam dengar macam oh macam tu ha dia macam ha dia macam tak ada tak ada reaksi muka lah,3.858153820037842
selain tu tiada kesedaran perasaan terhadap orang lain hm kalau macam orang cakap-cakap pasal dia kalau orang kutuk dia macam cakap,selain tu tiada kesedaran perasaan terhadap orang lain hm kalau macam orang cakap-cakap pasal dia kalau orang kutuk dia macam cakap,4.949428558349609
eh kau ni dah lah pendek ke apa ke ha dia macam tak ada dia macam tak terasa dia macam tak ada perasaan macam tu lah,eh kau ni dah lah pendek ke apa ke ha dia macam tak ada dia macam tak terasa dia macam tak ada perasaan macam tu lah,3.8785884380340576
lepas tu suka bersendirian tanpa berkongsi pengalaman dengan orang lain ha macam tak nak cakap dia tak suka,lepas tu suka bersendirian tanpa berkongsi pengalaman dengan orang lain ha macam tak nak cakap dia tak suka,4.213620901107788
dia tak suka bergaul dengan orang lah,dia tak suka bergaul dengan orang lah,1.9764738082885742
lepas tu suka bermain sendiri ha dia lebih suka main sendiri macam main sorang-sorang main Lego sorang-sorang ke,lepas tu suka bermain sendiri ha dia lebih suka main sendiri macam main sorang-sorang main Lego sorang-sorang ke,3.544013738632202
kalau orang besar tu mungkin dia,kalau orang besar tu mungkin dia,1.127394199371338
main game sorang-sorang ke kan P S O sorang-sorang,main game sorang-sorang ke kan P S O sorang-sorang,2.214059352874756
ha selain daripada tu,ha selain daripada tu,1.107506275177002
ha okey kal- kalau,ha okey kal- kalau,0.9709384441375732
kalau,kalau,0.5167040824890137
contoh lah,contoh lah,0.8359818458557129
tapi tak ada lah,tapi tak ada lah,1.123910665512085
ah,ah,0.6185336112976074
kita ada orang yang terdekat ada,kita ada orang yang terdekat ada,1.7534096240997314
ada penyakit macam ni,ada penyakit macam ni,1.0859401226043701
ah cara nak nak rawat dia,ah cara nak nak rawat dia,1.0625450611114502
kalau biasanya orang akan pergi hospital lah,kalau biasanya orang akan pergi hospital lah,1.3628504276275635
tapi kalau kalau kau macam dia tak nak pergi hospital ke kau cuba untuk ah membaiki kemahiran sosial dia,tapi kalau kalau kau macam dia tak nak pergi hospital ke kau cuba untuk ah membaiki kemahiran sosial dia,3.3705921173095703
ataupun menggalakkan lebih ramai masyarakat mengenal mengenal pasti kelakuan mereka macam contoh kalau macam,ataupun menggalakkan lebih ramai masyarakat mengenal mengenal pasti kelakuan mereka macam contoh kalau macam,4.103524446487427
okey kalau contoh ah pukul satu hingga pukul dua ni dia [UNK] ah dia punya,okey kalau contoh ah pukul satu hingga pukul dua ni dia aku ah dia punya,3.610368490219116
tingkahlaku akan jadi macam agresif macam suka marah marah suka lompat lompat ke apa ke ah so,tingkahlaku akan jadi macam agresif macam suka marah marah suka lompat lompat ke apa ke ah so,3.573526620864868
kau suruh orang-orang yang lain tu macam,kau suruh orang-orang yang lain tu macam,1.5445048809051514
faham dia ah macam lebih mengenali dia lah macam okey pukul ni pukul ni jangan kacau dia sebab,faham dia ah macam lebih mengenali dia lah macam okey pukul ni pukul ni jangan kacau dia sebab,3.7911465167999268
nanti dia akan jadi buas ke jadi agresif macam tu lah,nanti dia akan jadi buas ke jadi agresif macam tu lah,2.768527030944824
ah ah,ah ah,0.8063051700592041
selain daripada tu juga membantu keluarga mengendalikan masalah ini,selain daripada tu juga membantu keluarga mengendalikan masalah ini,2.381883144378662
dengan jayanya ah so,dengan jayanya ah so,1.102222204208374
kalau macam contoh,kalau macam contoh,0.8619387149810791
ah ada orang terdekat dengan kita yang ada masalah tu,ah ada orang terdekat dengan kita yang ada masalah tu,1.9198064804077148
kita ni,gita ni,0.6448335647583008
tolonglah ah famili dia ke keluarga dia untuk,tolonglah ah famili dia ke keluarga dia untuk,1.648496389389038
untuk rawat benda ni,untuk rawat benda ni,1.079286813735962
macam contoh kita bagi sokongan dekat dia ke bagi nasihat dekat budak tu ke kan,macam contoh kita bagi sokongan dekat dia ke bagi nasihat dekat budak tu ke kan,4.3294267654418945
em,em,0.4750080108642578
so tu je lah aku rasa yang aku boleh,so tu je lah aku rasa yang aku boleh,1.3144066333770752
ceritakan dekat kau,ceritakan dekat kau,0.9635391235351562
cam aku boleh kongsikan dengan kau,cam aku boleh kongsikan dengan kau,1.1943066120147705
ah ah pasal kesihatan,ah ah pasal kesihatan,1.0884034633636475
kalau apa-apa apa-apa yang,kalau apa-apa apa-apa yang,1.2824275493621826
pasal kesihatan yang aku tau aku akan kongsi lagi dengan kau okey,pasal kesihatan yang aku tau aku akan kongsi lagi dengan kau okey,2.3409042358398438
okey,okey,0.5397300720214844
bye bye,bye bye,0.5232224464416504
hai Yulaiha,hai Yulaiha,1.0206599235534668
sihat walafiat,sihat walafiat,1.109724760055542
hm,hm,0.6095271110534668
ha ah weh,ha ah weh,1.0663721561431885
ei penyakit apa tu,ei penyakit apa tu,1.2364459037780762
oh penyakit bahaya,oh penyakit bahaya,1.0809016227722168
ah yang ni kan corona virus,ah yang ni kan corona virus,0.9918220043182373
ya weh,ya weh,0.6243131160736084
dah selamat lah ha ah,dah selamat lah ha ah,0.9645261764526367
tapi untunglah kita,tapi untunglah kita,0.9754550457000732
Malaysia sikit je kan orang yang terkena dengan orang yang mati,Malaysia sikit je kan orang yang terkena dengan orang yang mati,2.3245272636413574
tak ramai,tak ramai,0.6460332870483398
kalau macam negara-negara yang besar-besar tu yang America,kalau macam negara-negara yang besar-besar tu yang America,2.3010690212249756
Russia Itali tu semua,Russia Itali tu semua,1.2981288433074951
kena ramai orang kena en,kena ramai orang kena en,1.7221405506134033
hm,hm,0.5591509342193604
ya weh,ya weh,0.6517236232757568
dia orang tak buat ni ke P K P ke,dia orang tak buat ni ke P K P ke,1.537700891494751
selfish,selfish,0.5197279453277588
pentingkan diri sendiri [UNK],pentingkan diri sendiri pentingkan diri diri sendiri-diri,23.784085035324097
dia,dia,0.755021333694458
ha ah,ha ah,0.5376152992248535
macam mana boleh datang denggi,macam mana boleh datang denggi,1.1756632328033447
nyamuk,nyamuk,0.6269850730895996
ha ah,ah,0.4111342430114746
hm,em,0.424422025680542
aku pun pernah lah kena nyamuk gigit aku selalu tapi jarang ah kena denggi,aku pun pernah lah kena nyamuk gigit aku selalu tapi jarang ah kena denggi,2.7984955310821533
ha ah,ya ah,0.5412547588348389
kau pernah kena denggi,kau pernah kena denggi,1.0784473419189453
habis kau masuk hospital ke,habis kau masuk hospital ke,1.0010783672332764
oh,oh,0.44286584854125977
ha ah,ha ah,0.5319955348968506
hm,hm,0.5277702808380127
hm,hm,0.5501077175140381
oh ha ah,oh ha ah,0.8182978630065918
habis kau dapat,habis kau dapat,1.0749273300170898
dapat rawatan dia,dapat rawatan dia,1.1704943180084229
dia ambik darah kau ke,dia ambik darah kau ke,1.1853525638580322
aku pun pernah kenalah dulu kecik,aku pun pernah kenalah dulu kecik,1.315549373626709
aku kena demam panas teruk,aku kena demam panas teruk,1.2959136962890625
masa tu aku muntah-muntah,masa tu aku muntah-muntah,1.5220203399658203
aku muntah-muntah sampai aku jadi kurus kurus gila,aku muntah-muntah sampai aku jadi kurus kurus gila,2.239013433456421
aku muntah je ha,aku muntah je ha,0.985332727432251
tak makan tak apa,tak makan tak apa,0.7513267993927002
mak aku pun kasi aku setiap hari makan bubur je,mak aku pun kasi aku setiap hari makan bubur je,2.3551137447357178
nasi aku tak makan langsung weh,nasi aku tak makan langsung weh,1.972130298614502
ya wei,ya wei,0.6727540493011475
lagi-lagi kalau yang,lagi-lagi kalau yang,1.101156234741211
ada orang pernah buat jolok tu jolok ke dalam,ada orang pernah buat jolok tu jolok ke dalam,1.749164342880249
tekak ah,tekak ah,0.6351509094238281
um ah,um ah,0.5454463958740234
sakit gila,sakit gila,0.869020938873291
aku tengok jugalah artis buat,aku tengok jugalah artis buat,1.1881766319274902
yang check [UNK] Corona virus tu,yang check 2 Corona virus tu,0.9777178764343262
dia dia macam,dia dia macam,0.7498135566711426
betul-betul sakit wei macam nak,betul-betul sakit wei macam nak,1.5703210830688477
eh nak apa,eh nak apa,0.8883910179138184
tekak ni rasa macam nak,tekak ni rasa macam nak,1.3372092247009277
nak [UNK],nak ke topik kan,1.2286267280578613
seriuslah Yuyu,seriuslah Yuyu,1.0182228088378906
serius lah,serius lah,0.6620402336120605
geli wei,geli wei,0.7627778053283691
ah kahak,ah kahak,0.6370565891265869
ah ah,ha ah,0.5381045341491699
kau kan tak suka muntah,kau kan tak suka muntah,1.1631309986114502
sebab,sebab,0.5419435501098633
dia nak ambil belah belah-belah dalam sampai ke perut tu kan,dia nak ambil belah belah-belah dalam sampai ke perut tu kan,2.3863706588745117
sakit doh,sakit tu,0.7768242359161377
aku pun paling tak suka,aku pun paling tak suka,0.8632357120513916
aku tak suka ni ambil darah,aku tak suka ni ambil darah,1.2559165954589844
dengan cucuk,er yang cucuk,0.9852371215820312
cucuk darah,cucuk darah,1.1981227397918701
aku tak suka macam pening,aku tak suka macam pening,1.4424633979797363
pening wei,pening wei,0.7554311752319336
kena cucuk wei,kena cucuk wei,0.9706947803497314
aku pernah kena,aku pernah kena,0.7839920520782471
masa aku kena demam tu lah ambil darah banyak kali,masa aku kena demam tu lah ambil darah banyak kali,1.9295308589935303
cucuk darah ambil darah cucuk darah ambil darah,cucuk darah ambil darah cucuk darah ambil darah,2.1813032627105713
kau pengsan,kau pengsan,0.7650156021118164
hei aku memanglah tak suka darah tapi aku tak adalah sampai pengsan,hei aku memanglah tak suka darah tapi aku tak adalah sampai pengsan,2.0287351608276367
aku just pening je,aku just pening je,1.056117296218872
sama ah,sama,0.6987781524658203
yang,yang,0.5333168506622314
aku pernah ke jugaklah kena,aku pernah ke jugaklah kena,1.7552299499511719
yang masa doktor check gigi aku lepas tu kena macam,yang masa doktor check gigi aku lepas tu kena macam,2.013690233230591
dia kata ada kuman kat dalaman lepas tu dia,dia kata ada kuman kat dalaman lepas tu dia,1.8814692497253418
dia guna laser tu lepas tu [UNK] kat dalam,dia guna laser tu lepas tu z- kat dalam,1.7740519046783447
gigi U,GiGi,0.7366971969604492
lepas tu nak buang balik,lepas tu nak buang balik,1.21047043800354
rasa dia mengeliat wei kat dalam mulut aku,rasa dia mengeliat wei kat dalam mulut aku,1.7595810890197754
sakit ah,sakit ah,0.7527995109558105
ah ah,ah ah,0.6754970550537109
ya wei,ya wei,0.8242888450622559
tak boleh makan tu tak boleh makan ni,tak boleh makan tu tak boleh makan ni,1.7074966430664062
um ah,ha ah,0.7535924911499023
aku melalak,aku melalak,0.7697134017944336
tu la,pula,0.5451889038085938
orang orang tua-tua cakap kena jaga,orang orang tua-tua cakap kena jaga,1.6305766105651855
pemakananlah masa muda,pemakananlah masa muda,1.2194466590881348
supaya tak kena darah tinggi,supaya tak kena darah tinggi,1.4460079669952393
ah,ah,0.4269287586212158
apa lagi,apa lagi,0.5242137908935547
ah dia macam ah penyakit,ah dia macam ah penyakit,1.1754989624023438
ha obesiti,ha obesiti,0.6359431743621826
em em,hm,0.42374420166015625
hm ya weh,hm ya weh,0.7391660213470459
dah tu makanan semua sedap,dah tu makanan semua sedap,1.4071362018585205
nak buat macam mana,nak buat macam mana,1.0005967617034912
takkan aku nak halang kan,takkan aku nak halang kan,1.6178326606750488
hm,hm,0.51737380027771
ha ah,ha ah,0.542346715927124
hm,hm,0.41838598251342773
ha ah,ha ah,0.5503735542297363
betul juga kan em aku ada sekali kena,betul juga kan em aku ada sekali kena,1.4452495574951172
suhu aku tiga tujuh,suhu aku tiga tujuh,1.3235077857971191
time tu aku berdebar,time tu aku berdebar,0.9704811573028564
suhu aku tiga tujuh,suhu aku tiga tujuh,1.3706111907958984
em time tu aku berdebar la,em time tu aku berdebar la,1.2001473903656006
sebab sebab first time suhu aku [UNK] tiga tujuh,sebab sebab first time suhu aku tiga tujuh,1.8579318523406982
kau pernah kena ke suhu kau tinggi,kau pernah kena ke suhu kau tinggi,2.074385404586792
suhu kau tinggi,suhu kau tinggi,1.492964506149292
suhu tinggi,suhu tinggi,0.9725515842437744
ah,ah,0.447507381439209
paling tinggi,paling tinggi,0.744091272354126
ha ah,ha ah,0.5246765613555908
wow,wow,0.4303569793701172
kau tak kena tahan pula,kau tak kena tahan pula,1.286710500717163
oh maknanya benda tu dah rosaklah,oh maknanya benda tu dah rosaklah,1.514186143875122
tapi kan,tapikan,0.6531543731689453
pasal Covid nineteen ni,pasal Covid nineteen ni,0.8429567813873291
semua negara kan dia kena kan,semua negara kan dia kena kan,1.335677146911621
negara apa eh tak kena,negara apa eh tak kena,1.0765635967254639
semua kena kan,semua kena kan,1.0696842670440674
ha,hm,0.5636107921600342
tapi ada yang menipu tau,tapi ada yang menipu tau,1.745103120803833
ada yang menipu,ada yang menipu,1.2615180015563965
ada yang cakap yang sebenarnya negara dia ramai je orang kena,ada yang cakap yang sebenarnya negara dia ramai je orang kena,2.1171669960021973
tapi,tapi,0.565312385559082
dia tipu dia kata sikit hm,dia tipu dia kata sikit hm,1.4261536598205566
ha ah,ha ah,0.539661169052124
ramai je weh,ramai je weh,0.8296563625335693
virus apa tu,ah yang mana tu,0.7385742664337158
nipah,Nipah,0.6329345703125
oh,oh,0.40808773040771484
wow,wow,0.42524099349975586
kat Malaysia ke apa,kat Malaysia ke apa,0.7464718818664551
ha ah,ha ah,0.5426216125488281
baguslah,baguslah,0.6520719528198242
hm,ish,0.4634280204772949
aku baru tahu ni,aku baru tahu ni,1.0029823780059814
mak kau cerita la,mak kau cerita la,1.1682684421539307
bahaya eh,bahaya eh,0.9394299983978271
pokok [UNK] pokok nipah boleh jadi virus,pokok-pokok nipah boleh jadi virus,1.8942158222198486
macam mana boleh terjadi,macam mana boleh terjadi,0.9708714485168457
pegang,pekat,0.5405616760253906
ha,ha,0.41950225830078125
mungkin,mungkin,0.5294516086578369
ada orang kacau lah pokok nipah tu,ada orang kacau lah pokok nipah tu,1.6643788814544678
tu yang menjadi macam tu,tu yang menjadi macam tu,0.8679299354553223
ha ah,ha ah,0.5304350852966309
ya weh,ni wei,0.6441493034362793
ni mungkin [UNK],ni mungkin Ina,0.7864768505096436
ah doktor untunglah doktor kat Malaysia ni jenis macam cepat ah cepat buat sesuatu ha cepat bertindak,ah doktor untunglah doktor kat Malaysia ni jenis macam cepat ah cepat buat sesuatu ha cepat bertindak,4.738067150115967
hm,hm,0.5994937419891357
Doktor Nor Hishamq,Doktor Nor Hishamq,1.192079782485962
aku suka doh dia,aku suka doh dia,0.844660758972168
memang bagus,memang bagus,0.6302926540374756
aku pun suka,aku pun suka,0.66733717918396
ah ah ramai orang puji,ah ah ramai orang puji,1.0768487453460693
tapi ada je orang tak suka orang cakap eleh Malaysia tu tipu apa semua,tapi ada je orang tak suka orang cakap eleh Malaysia tu tipu apa semua,2.3669159412384033
mesti ada je orang tak suka,mesti ada je orang tak suka,1.1063480377197266
okey kau pun,okey kau pun,0.7474737167358398
bye,bye,0.42989325523376465
hello,hello,0.5285544395446777
ya,ya,0.5160419940948486
em makanan kegemaran kau kau suka makan apa,em makanan kegemaran kau kau suka makan apa,2.2402503490448
em,em,0.6418709754943848
goreng pisang,goreng pisang,0.9477131366729736
lepas tu senang cari,lepas tu senang cari,1.0695116519927979
sedapnya,spendnya,0.6342182159423828
so apa istimewa,so apa istimewa,0.9520869255065918
makan nasi lemak tu,makan nasi lemak tu,1.0732998847961426
em,em,0.42162013053894043
kerang ke,kerang ke,0.6375784873962402
oh,ha,0.4203174114227295
em,em,0.41414928436279297
aku suka makan pedas,aku suka makan pedas,0.8328158855438232
aku suka makanan Korea,aku suka makanan Korea,0.8571178913116455
dia macam,dia macam,0.6353816986083984
sebab dia macam,sebab dia macam,0.753068208694458
tak tahu lah sebab,tak tahu lah sebab,0.953787088394165
orang Korea kata kalau makan makanan pedas dia boleh hilangkan stress,orang Korea kata kalau makan makanan pedas dia boleh hilangkan stress,2.969092845916748
so memang betul lah aku memang suka makan,so memang betul lah aku memang suka makan,1.6404616832733154
aku penggemar makanan Korea,aku penggemar makanan Korea,1.082740068435669
yes,Jazz,0.5215528011322021
sebab,sebab,0.5387482643127441
minggu lepas,minggu lepas,0.7523090839385986
aku lepak dekat Mid Valley,aku lepak dekat Mid Valley,1.086085319519043
lepas tu alang-alang dengar kata ada restoran baru buka dekat apa nama restoran tu,lepas tu alang-alang dengar kata ada restoran baru buka dekat apa nama restoran tu,3.2299787998199463
The Gardens,The Gardens,0.5746731758117676
dia dekat je dengan Mid Valley tu,dia dekat je dengan Mid Valley tu,1.3251416683197021
aku pergi lah kat sana,aku pergi lah kat sana,1.1271286010742188
mula tu aku ingat SeoulNami Korean B B Q ni terletak dekat restoran lain lah sebab,mula tu aku ingat SeoulNami Korean B B Q ni terletak dekat restoran lain lah sebab,4.034825563430786
sebab baru buka so aku tak tahu lah dia ada kat situ,sebab baru buka so aku tak tahu lah dia ada kat situ,1.9315786361694336
lepas tu masa aku pergi tu,lepas tu masa aku pergi tu,1.1076016426086426
sampai-sampai je ha ramai pula orang makan kat situ,sampai-sampai je ha ramai pula orang makan kat situ,2.226470708847046
rupanya ramai juga orang Malaysia tekak Korea termasuk aku,rupanya ramai juga orang Malaysia tekak Korea termasuk aku,1.9130864143371582
em mula-mula aku pilih,em mula-mula aku pilih,1.3979556560516357
makanan tu,makanan tu,0.7857131958007812
apa nama dia beef,apa nama dia beef,1.1422419548034668
plater tapi mahal lah sikit,plater tapi mahal lah sikit,1.6904525756835938
harga dia seratus sembilan belas,harga dia seratus sembilan belas,1.5669095516204834
em,em,0.45296740531921387
dia daging tu dia potong nipis-nipis je memang rasa dia,dia daging tu dia potong nipis-nipis je memang rasa dia,2.4095191955566406
[UNK] membuatkan,kejuku membuatkan,1.0013689994812012
aku malam tidur dengan lena,aku malam tidur dengan lena,1.2013585567474365
pas tu aku makan,pas tu aku makan,0.7481875419616699
Chan Chan Chicken,Chan Chan Chicken,0.7327995300292969
lima puluh sembilan ringgit kat situ memang mahal mahal lah tapi memang,lima puluh sembilan ringgit kat situ memang mahal mahal lah tapi memang,2.4790380001068115
puas hati memang sedap gila,puas hati memang sedap gila,1.7329208850860596
macam,macam,0.7445461750030518
aku [UNK] aku tak pandai nak masak masakan Korea ni just aku beli je dekat macam dekat area rumah aku ni dekat dengan,aku kalau aku tak pandai nak masak masakan Korea ni just aku beli je dekat macam dekat area rumah aku ni dekat dengan,4.30979323387146
Family Mart kat situ kan ada juga,Family Mart kat situ kan ada juga,1.2349152565002441
makanan-makanan Korea macam ramen,makanan-makanan Korea macam ramen,1.1886157989501953
lepas tu aku beli lah aku,lepas tu aku beli lah aku,1.1789093017578125
suka green tea so aku beli lah [UNK] kadang aku beli green tea dengan ramen,suka green tea so aku beli lah ma- kadang aku beli green tea dengan ramen,2.5736441612243652
dengan dia punya kimbap tu semua,dengan dia punya kimbap tu semua,1.3865694999694824
so memang aku try memang sedap lah itu pun simple tapi,so memang aku try memang sedap lah itu pun simple tapi,2.2565033435821533
lagi pun murah je dekat Family Mart tu satu cup tu pun baru berapa pun kat situ pun ada Oden kan,lagi pun murah je dekat Family Mart tu satu cup tu pun baru berapa pun kat situ pun ada Oden kan,3.668515682220459
kau pernah makan Oden,kau pernah makan Oden,1.0380237102508545
kalau aku,kalau aku,0.623157262802124
aku suka kuih karipap dia macam karipap kan,aku suka kuih karipap dia macam karipap kan,1.8349707126617432
