reference,whisper_small_prediction_3,whisper_large_v3_prediction_3,whisper_small_prediction_20,whisper_large_v3_prediction_20,whisper_small_process_time_3,whisper_large_v3_process_time_3,whisper_small_process_time_20,whisper_large_v3_process_time_20
ha ah,ha ah,ah ah,ha ah,ha ah,0.564375638961792,1.164604902267456,0.717360258102417,1.153597354888916
yang phone ni pun kadang-kadang bermasalah kadang-kadang dia macam termati sendiri,yang phone ni pun kadang-kadang bermasalah kadang-kadang dia macam termati sendiri,yang phone ni pun kadang-kadang bermasalah sekarang dia macam temati sendiri,yang phone ni pun kadang-kadang bermasalah kadang-kadang dia macam termati sendiri,yang phone ni pun kadang-kadang bermasalah kadang-kadang dia macam termati sendiri,2.886317014694214,5.827075242996216,3.490541696548462,5.41646671295166
macam ya la lagi pun dah lama kan,macam ya la lagi pun dah lama kan,macam jelah lagi pun dah lama kan,macam ya la lagi pun dah lama kan,macam ya la lagi pun dah lama kan,1.3683435916900637,2.903393268585205,1.312360763549805,2.657277822494507
mungkin mak aku nanti beli yang baru tu lagi okey la dari yang ni,mungkin mak aku nanti beli yang baru tu lagi okey la dari yang ni,mungkin mak aku nanti beri yang baru tu lagi okelah dari yang ni,mungkin mak aku nanti beli yang baru tu lagi okey la dari yang ni,mungkin mak aku nanti beri yang baru tu lagi okey la dari yang ni,2.448904275894165,5.985984802246094,2.332991361618042,5.682691335678101
[UNK] apa,secapa,search apa,sekejap apa,search apa,0.7035040855407715,1.3844797611236572,0.8836445808410645,1.385082483291626
ha dah,ah dah,ah dah,ah dah,ha dah,0.545983076095581,1.1503853797912598,0.55600905418396,1.128265619277954
ha ah aku dah aku dah search dah,ha ah aku dah aku dah search dah,ah aku dah aku dah sejarah,ha ah aku dah aku dah search dah,ha ah aku dah aku dah search dah,1.224449634552002,2.4758334159851074,1.2101213932037354,2.3556931018829346
aku nak beli phone ni la,aku nak beli phone ni lah,aku nak beli phone ni lah,aku nak beli phone ni la,aku nak beli phone ni lah,1.1382954120635986,2.63620662689209,1.1075711250305176,2.1737992763519287
iPhone Seven,iPhone Seven,iPhone 7,iPhone Seven,iPhone Seven,0.9007108211517334,1.9696569442749023,0.6333463191986084,1.339346170425415
sebab,sebab,sebab,sebab,sebab,0.534430742263794,1.1595711708068848,0.5267162322998047,1.4259378910064695
ha ah lagipun iPhone Seven ni dia mcm boleh update lagi dia punya I O S kan sekarang dah ada I O S baru kan,ha ah lagipun iPhone Seven ni dia macam boleh update lagi dia punya I O S kan sekarang dah ada I O S baru kan,ha ah lagi pun iPhone 7 ni dia macam boleh update lagi dia punya iOS kan sekarang dah ada iOS baru kan,ha ah lagipun iPhone Seven ni dia mcm boleh update lagi dia punya I O S kan sekarang dah ada I O S baru kan,ha ah lagipun iPhone Seven ni dia macam boleh update lagi dia punya I O S kan sekarang dah ada I O S baru kan,3.428034543991089,5.876438617706299,4.788981914520264,7.200892448425293
boleh lagi update,boleh lagi update,boleh lagi update,boleh lagi update,boleh lagi update,1.0596613883972168,2.26832127571106,0.7782266139984131,1.565218210220337
so macam,so macam,sebuah macam,so macam,so macam,0.5480875968933105,1.576266527175903,0.5352773666381836,1.0874621868133545
ikut trend lah,ikut trend lah,ikut trainer,ikut trend lah,ikut trend lah,0.6574969291687012,1.1428585052490234,0.6449394226074219,1.3247308731079102
ha tu la bateri dia je so kau kena sediakan la powerbank,ha tu la bateri dia je so kau kena sediakan la powerbank,ha tu lah bateri dia je so kau kena sediakan lah power bank,ha tu la bateri dia je so kau kena sediakan la powerbank,ah tu lah bateri dia je so kau kena sediakan lah power bank,2.2721550464630127,4.756575107574463,2.2081706523895264,5.581565856933594
dekat mana mana kan kau nak pergi mana mana sediakan powerbank ke caj ke kan,dekat mana mana kan kau nak pergi mana mana sediakan powerbank ke caj ke kan,dekat mana-mana kalau kau nak pergi mana sedihkan power bank ke charge ke kan,dekat mana mana kan kau nak pergi mana mana sediakan powerbank ke caj ke kan,dekat mana mana kan kau nak pergi mana mana sediakan powerbank ke caj ke kan,3.7515833377838135,5.178967237472534,2.685697078704834,5.254415512084961
macam kau ni [UNK] ah,macam kau ni ah,macam kau ni ah,macam kau ni se ah,macam kau ni ah,0.9110915660858154,1.82562518119812,0.9933853149414062,1.8203508853912356
ya la kelemahan je la [UNK],ya la kelemahan je la sekejap,ya kelemahan lah setiap,ya la kelemahan je la se-,ya lah kelemahan lah sesuatu,1.5574193000793457,3.3788161277771,1.29837965965271,2.7115516662597656
setiap ni mesti ada kelemahan kan,setiap ni mesti ada kelemahan kan,oh siap ni mesti ada kelemahan kan,setiap ni mesti ada kelemahan kan,setiap ni mesti ada kelemahan kan,1.8872268199920648,3.114027261734009,2.014338731765747,3.9083828926086426
kekurangan lepas tu kelebihan,kekurangan lepas tu kelebihan,kekurangan lepas tu kelebihan,kekurangan lepas tu kelebihan,kekurangan lepas tu kelebihan,1.512571096420288,2.938061237335205,2.0569047927856445,2.841405868530273
contoh macam iPhone ni macam,contoh macam iPhone ni macam,contoh macam iPhone ni macam,contoh macam iPhone ni macam,contoh macam Iphone ni macam,1.042832612991333,2.6489367485046387,1.1395041942596436,2.1922762393951416
kelebihan dia [UNK] ah kelebihan dia banyak la juga,kelebihan dia kelebihan ah kelebihan dia banyak lah juga,kelebihan dia kelebihan ah kelebihan dia banyak lah juga,kelebihan dia kena ah kelebihan dia banyak la juga,kelebihan dia kele- ah kelebihan dia banyak lah juga,2.8990721702575684,4.813825130462647,2.1142561435699463,4.495309114456177
macam kamera pun lawa,macam kamera pun lawa,macam kamera pun lah wah,macam kamera pun lawa,macam kamera pun lawa,1.0303912162780762,2.037042617797852,1.016496181488037,2.7369260787963867
hm erm bateri pun semua okey,hm erm bateri pun semua okey,em bad ribuan semua okey,hm erm bateri pun semua okey,hm um bateri pun semua okey,1.5044403076171875,3.180192470550537,1.1823608875274658,2.613001108169556
kalau phone phone Samsung ah,kalau phone phone Samsung ah,kau dah phone phone Samsung lah,kalau phone phone Samsung ah,kalau phone phone Samsung ah,1.0890657901763916,2.256864070892334,0.9550025463104248,2.025491714477539
kau tak nak try cari yang lain ke dari Samsung je macam cari yang macam,kau tak nak try cari yang lain ke dari Samsung je macam cari yang macam,kau tak nak cari cari yang lain ke dari Samsung je macam cari yang macam,kau tak nak try cari yang lain ke dari Samsung je macam cari yang macam,kau tak nak try cari yang lain ke dari Samsung je macam cari yang macam,2.406064510345459,5.15666127204895,2.308866500854492,4.530072212219238
ah yang lain-lain lain daripada yang lain,ah yang lain-lain lain daripada yang lain,ah yang lain lain lain lain lain lain,ah yang lain-lain lain daripada yang lain,ah yang lain-lain lain daripada yang lain,2.361185312271118,2.769390106201172,1.6642131805419922,3.876352310180664
oh macam barang dari China macam ni kurang ni la China ni kurang ni,oh macam barang dari China ni macam kurang ni la China ni kurang ni,oh macam barang dari China ni macam kurang ni lah China ni kurang ni,oh macam barang dari China macam ni kurang ni la China ni kurang ni,oh macam barang dari Cina ni macam kurang ni la China ni kurang ni,2.309045791625977,4.52493691444397,3.0881447792053223,4.957937717437744
oh,hm,um,hm,um,0.4633371829986572,0.9385206699371338,0.5992429256439209,0.940152645111084
kalau macam,kalau macam,kena macam,kalau macam,kalau macam,0.8618392944335938,1.840460538864136,0.787421464920044,1.2910194396972656
oh centre,oh centre,oh center,oh centre,oh centre,0.8255228996276855,1.1867432594299316,0.5218527317047119,1.113206386566162
ha ni hari tu ada juga kakak aku tanya kan dia [UNK] dia nak beli lah dia nak beli apa,ha ni hari tu ada juga kakak aku tanya dia ma- dia nak beli lah dia nak beli apa,ha ni hari tu ada juga kakak aku tanya dia dia nak belilah dia nak beli apa,ha ni hari tu ada juga kakak aku tanya kan dia [(UNK)] dia nak beli lah dia nak beli apa,ha ni hari tu ada juga kakak aku tanya dia dia nak beli lah dia nak beli apa,3.2180984020233154,5.596493244171143,3.541863203048706,6.711282253265381
nak beli laptop baru,nak beli laptop baru,nak beli laptop baru,nak beli laptop baru,nak beli laptop baru,1.1951792240142822,2.571218490600586,0.8962080478668213,1.8711516857147217
kau tahu tak laptop yang macam murah lepas tu bagus laptop apa eh,kau tahu tak laptop yang macam murah lepas tu bagus laptop apa eh,kau tahu tak laptop yang macam murah lepas tu bagus laptop apa ya,kau tahu tak laptop yang macam murah lepas tu bagus laptop apa eh,kau tahu tak laptop yang macam murah lepas tu bagus laptop apa eh,2.220015287399292,4.286691188812256,2.1188530921936035,4.072357892990112
laptop Asus eh,laptop Asus eh,laptop Asus ah,laptop Asus eh,laptop Asus ah,1.0603842735290527,2.0423836708068848,0.9847924709320068,2.01891565322876
oh,oh,ah,oh,hm,0.4377620220184326,1.1536874771118164,0.4121623039245605,0.8883254528045654
apa,apa,apa,apa,apa,0.5732874870300293,1.2639825344085691,0.420417308807373,0.901358127593994
H P dengan Toshiba tu pun bagus eh,H P dengan Toshiba tu pun bagus eh,HP dengan Toshiba tu pun bagus lah,H P dengan Toshiba tu pun bagus eh,H P dengan Toshiba tu pun bagus eh,1.711686611175537,2.876907587051392,1.6438653469085691,3.7509219646453857
oh,oh,oh,oh,oh,0.4648017883300781,0.93786883354187,0.5390720367431641,0.9941518306732178
harga dia harga dia mahal tak,harga dia harga dia mahal tak,harga dia harga dia mahal tak,harga dia harga dia mahal tak,harga dia harga dia mahal tak,1.359311580657959,2.672327041625977,1.8924992084503167,2.5821001529693604
kan aku ah kan aku ada bagitahu kau yang aku nak ni kan masuk multimedia photographer kan,kan aku ah kan aku ada bagitahu kau yang aku nak ni kan masuk multimedia photographer kan,kan aku ah kan aku ada beritahu kau yang aku nak ni kan masuk multimedia fotografi kan,kan aku ah kan aku ada bagitahu kau yang aku nak ni kan masuk multimedia photographer kan,kan aku ah kan aku ada beritahu kau yang aku nak ni kan masuk multimedia photographer kan,3.163896083831787,5.558385610580444,2.640956401824951,4.759636402130127
ha,ah,ah,ah,ah,0.4658224582672119,0.9209647178649902,0.4491341114044189,0.9315311908721924
aku rasa macam ya la kan bila masuk tu mesti nak kena ada kamera sendiri en tak kan nak pinjam pinjam orang,aku rasa macam ya la kan bila masuk tu mesti nak kena ada kamera sendiri en tak kan nak pinjam pinjam orang,aku rasa macam iyalah kan bila masuk tu mesti nak kena ada camera sendiri kan takkan nak pinjam pinjam orang,aku rasa macam ya la kan bila masuk tu mesti nak kena ada kamera sendiri en tak kan nak pinjam pinjam orang,aku rasa macam ya lah kan bila masuk tu mesti nak kena ada kamera sendiri en tak kan nak pinjam pinjam orang,3.442880392074585,8.101789712905884,3.431213855743408,7.649985074996948
ha boleh tak eh ah,ah aku tak eh ah,ah aku tak ah,ha boleh tak eh ah,ah kau tak ah,0.909616231918335,1.5996065139770508,0.8757638931274414,1.5481255054473877
kau suggest kan lah,kau suggest kan lah,suka sedih sekarang,kau suggest kan lah,kau suggest kan lah,0.9071083068847656,1.8097343444824217,0.848332405090332,1.7600247859954834
kamera apa kamera apa yang ni bagus ke berkualiti,kamera apa kamera apa yang ni bagus ke berkualiti,kamera apa kamera apa yang ni bagus ke berkualiti,kamera apa kamera apa yang ni bagus ke berkualiti,kamera apa kamera apa yang ni bagus ke berkualiti,1.9531702995300293,4.6755311489105225,1.751779079437256,3.425687074661255
tak [UNK] kamera saja,tak kan kamera saja,tak ah camera saja,tak kalau kamera saja,tak ah camera saja,0.8058404922485352,1.6095764636993408,1.00571608543396,1.9431443214416504
kamera yang berkualiti,kamera yang berkualiti,kamera yang berkualiti,kamera yang berkualiti,kamera yang berkualiti,1.0808894634246826,2.250739812850952,1.415658950805664,2.8474440574646
kalau yang ni kalau yang dengan telefon sekali telefon yang kamera bagus,kalau yang ni kalau yang dengan telefon sekali telefon yang kamera bagus,kalau yang ni kalau yang dengan phone sekali phone yang kamera bagus,kalau yang ni kalau yang dengan telefon sekali telefon yang kamera bagus,kalau yang ni kalau yang dengan phone sekali phone yang kamera bagus,1.816536903381348,4.35767126083374,2.253204822540283,3.4683494567871094
haaa kalau kameroh,ah kalau yang kau oh,ah kalau yang ke oh,haaa kalau kameroh,ah calling ke oh,1.2982244491577148,1.876749038696289,0.964064121246338,1.562309741973877
eleven bateri okey eh,eleven bateri okey eh,eleven bateri okey ah,eleven bateri okey eh,eleven bateri okey eh,1.0982425212860107,2.230893135070801,1.0742273330688477,2.149742364883423
dia macam dah ni dah naik taraf la bateri dia tahan lama eh,dia macam dah ni dah upgrade lah bateri dia tahan lama eh,dia macam dan ni dah upgrade lah bateri dia tahan lama eh,dia macam dah ni dah naik taraf la bateri dia tahan lama eh,dia macam dan ni dah upgrade kan bateri dia tahan lama eh,2.0499837398529053,4.420694828033447,2.225576162338257,4.471579313278198
oh,oh,oh,oh,oh,0.5705575942993164,1.3101797103881836,0.4485876560211181,1.264786958694458
okey la tu jugak macam ye la bawah kalau macam bajet aku bawah dua ribu la,okey la tu juga macam ye la bawah kalau macam bajet aku bawah dua ribu la,oke lah tu juga macam ya lah bawa kalau macam majik aku bawa dua ribu lah,okey la tu jugak macam ye la bawah kalau macam bajet aku bawah dua ribu la,okey la tu juga macam ya la bawa kalau macam bajet aku bawa dua ribu la,2.957371711730957,5.162719249725342,2.804671287536621,5.161257743835449
so macam,so macam,so macam,so macam,so macam,0.5695202350616455,1.1581668853759766,0.5406413078308105,1.1541595458984375
tapi kan aku dengar cerita S E ni kecik so aku macam,tapi kan aku dengar cerita S E ni kecik so aku macam,tapi kan aku dengar cerita SE ni kecil so aku macam,tapi kan aku dengar cerita S E ni kecik so aku macam,tapi kan aku dengar cerita S E ni kecik so aku macam,2.7723004817962646,4.804065465927124,2.618096113204956,4.59833025932312
tangan aku ni dah la besar tak kan nak pakai kecik kecik kan,tangan aku ni dah lah besar tak kan nak pakai kecik kecik kan,tengan aku ni dah lah besar takkan nak pakai kecil-kecil kan,tangan aku ni dah la besar tak kan nak pakai kecik kecik kan,tangan aku ni dah lah besar tak kan nak pakai kecik kecik kan,2.4042763710021973,4.460091590881348,3.0521061420440674,5.525203227996826
sebab tu tadi aku cakap ni nak apa nak ambil Iphone seven je,sebab tu tadi aku cakap ni nak apa nak ambil iPhone Seven je,bab tu tadi aku cakap ni nak apa nak ambil iPhone 7 je,sebab tu tadi aku cakap ni nak apa nak ambil Iphone seven je,bab tu tadi aku cakap ni nak apa nak ambil iPhone seven je,2.802488327026367,4.490907430648804,2.315063714981079,3.919896125793457
lagi satu dia pun macam tak de la ni sangat,lagi satu dia pun macam tak de la ni sangat,lain satu dia pun macam tak adalah ni sangat,lagi satu dia pun macam tak de la ni sangat,lagi satu dia pun macam tak adalah ni sangat,1.599242925643921,2.9127721786499023,1.5843141078948977,2.842109680175781
tak de lah besar sangat tak de la kecil sangat macam sedang sedang je,tak de la besar sangat tak de la kecik sangat macam sedang sedang je,tak adalah besar sangat tak adalah kecil sangat macam sedang-sedang lah,tak de lah besar sangat tak de la kecil sangat macam sedang sedang je,tak adalah besar sangat tak adalah kecil sangat macam sedang sedang eh,2.427260160446167,5.465033769607544,2.2442121505737305,5.081996917724609
[UNK] kau tahu tak macam Iphone ni kan kan ada member aku cerita kan yang dia pak yang pakai telefon ni dia kata,contoh kau tahu tak macam Iphone kan kan kan ada member aku cerita kan yang dia pak yang pakai Iphone ni dia kata,contoh kalau kau tak macam iPhone kan kan ada member aku cerita kan dia yang pakai iPhone ni dia kata,so tu kau tahu tak macam Iphone ni kan kan ada member aku cerita kan yang dia pak yang pakai telefon ni dia kata,contoh kalau kau tahu macam Iphone kan kan ada member aku cerita kan dia part yang pakai Iphone ni dia kata,3.6913599967956543,6.112321615219116,3.5144734382629395,6.344799041748047
dorang kalau chat ke apa tak payah internet sebab dah ada apps sendiri yang free,dia orang kalau chat ke apa tak payah internet sebab dah ada apps sendiri yang free,diorang kalau chat ke apa tak payah pakai internet sebab dah ada app sendiri yang free,dorang kalau chat ke apa tak payah internet sebab dah ada apps sendiri yang free,dia orang kalau chat ke apa tak payah internet sebab dah ada app sendiri yang free,3.4084606170654297,5.1508073806762695,3.316807746887207,5.601756095886231
ada aaa ada haa apps,ada la ah ada ah apps,ada ah ada ah apps,ada aaa ada haa apps,ada ah ada ah apps,1.030456781387329,1.7850515842437744,1.1979608535766602,2.120929718017578
apps Apple tu sendiri la macam mesej mesej dia sendiri boleh call free macam Face Time kalau nak meeting dengan member kau ke,apps Apple tu sendiri lah macam mesej mesej dia sendiri boleh call free macam Face Time kan kalau nak meeting dengan member kau ke,apps Apple tu sendirilah macam mesej mesej dia sendiri boleh call free macam FaceTime kan kalau kau nak v-sync dengan member kau kena,apps Apple tu sendiri la macam mesej mesej dia sendiri boleh call free macam Face Time kalau nak meeting dengan member kau ke,apps Apple tu sendiri lah macam mesej mesej dia sendiri boleh call free macam FaceTime kan kalau kau nak vc dengan member kau ke,4.577984571456909,8.804198741912842,3.517510414123535,7.386376142501831
kalau kau nak member,kalau kau nak member,kalau kau nak member,kalau kau nak member,kalau kau nak member,0.922766923904419,2.005813837051392,0.8746428489685059,1.7984020709991455
kalau kau nk vc dengan kau ke kau boleh guna FaceTime,kalau kau nak visit dengan member kau ke kau boleh guna FaceTime,kalau kau nak VC dengan member kau ke kau boleh guna FaceTime,kalau kau nk vc dengan kau ke kau boleh guna FaceTime,kalau kau nak VC dengan member kau ke kau boleh guna FaceTime,2.804581880569458,4.2270348072052,2.1104161739349365,4.837424039840698
lagi satu [UNK],lagi satu ah,ih satu,lagi satu,lagi satu,0.7807636260986328,1.1462488174438477,0.6596777439117432,1.3759329319000244
haa dia Iphone dengan Iphone je,haa dia Iphone dengan Iphone je,ah dia iPhone dengan iPhone tu,haa dia Iphone dengan Iphone je,ha dia Iphone dengan Iphone tu,1.327512264251709,2.036000490188598,1.3083226680755615,2.363450050354004
kalau yang lain tu kena lah macam pakai Whatsapp ke,kalau yang lain tu kena lah macam pakai Whatsapp ke,kalau yang lain tu kena lah macam pakai whatsapp ke,kalau yang lain tu kena lah macam pakai Whatsapp ke,kalau yang lain tu kena lah macam pakai whatsapp ke,2.052865028381348,4.616398572921753,2.1871931552886963,3.456557512283325
haah,ha ah,ah ah,ah ah,ha ah,0.5740430355072021,1.1544904708862305,0.7639875411987305,1.159955978393555
kalau,kalau,kalau,kalau,kalau,0.5291769504547119,1.137912034988403,0.7604963779449463,1.395066738128662
ha ye la betul la tu,ha ya la betul la tu,ah yelah betul lah tu,ha ye la betul la tu,ha ya la betul la tu,1.1224596500396729,2.5232625007629395,1.4427378177642822,2.800745010375977
kalau ni,kalau ni,kalau ni,kalau ni,kalau ni,0.6708920001983643,1.4942102432250977,0.6706891059875488,1.374682903289795
Samsung tak de ni ke boleh sambung-sambung ke,Samsung tak ada ni ke boleh sambung-sambung ke,Samsung tak ada ni ke boleh Samsung Lampung ke,Samsung tak de ni ke boleh sambung-sambung ke,Samsung tak ada ni ke boleh sosol lambung ke,2.7978515625,3.737010955810547,2.016058921813965,3.614508867263794
macam free yang free punya,macam free yang free punya,macam free yang free punya,macam free yang free punya,macam free yang free punya,1.0165462493896484,2.020005226135254,0.9839515686035156,2.0221264362335205
oh,oh,oh,oh,oh,0.4352850914001465,0.9006733894348145,0.4339964389801025,0.9119710922241212
haa yang yang latest laah,ah yang yang latest ah,ah yang yang latest lah,haa yang yang latest laah,ah yang yang latest lah,0.880544900894165,1.8977904319763184,1.1038966178894043,1.936621904373169
yang latest punya Samsung lah,yang latest punya Samsung lah,yang latest punya Samsung lah,yang latest punya Samsung lah,yang latest punya Samsung lah,1.1805408000946045,2.5575671195983887,0.843083381652832,2.3756144046783447
erm,hm,hmm,hm,hm,0.5306518077850342,0.9658818244934082,0.4124946594238281,1.183093547821045
kau ingat tak dulu kau ingat tak dulu masa masa dulu kan mesti,kau ingat tak dulu kau ingat tak dulu masa masa dulu kan mesti,kau ingat tak dulu kau ingat tak dulu masa masa dulu kan mesti,kau ingat tak dulu kau ingat tak dulu masa masa dulu kan mesti,kau ingat tak dulu kau ingat tak dulu masa masa dulu kan mesti,2.27204966545105,4.454915285110474,2.222212314605713,4.366637229919434
su mesti susahkan kalau [UNK] orang orang dulu mesti susah kan pakai ni apa,mesti susahkan kalau bak orang orang dulu mesti susah kan pakai ni apa,mesti susah kan kalau orang orang dulu mesti susah kan pakai ni apa,su mesti susahkan kalau pakai orang orang dulu mesti susah kan pakai ni apa,mesti susah kan kalau bak- orang-orang dulu mesti susah kan pakai ni apa,2.669430732727051,5.297407627105713,3.043269157409668,5.0509889125823975
pakai telefon awam telefon awam pakai surat ke kan,pakai telefon awam telefon awam pakai surat ke kan,pakai telefon awam telefon awam pakai surat dia kan,pakai telefon awam telefon awam pakai surat ke kan,pakai telefon awam telefon awam pakai surat je kan,1.8489274978637693,3.582991361618042,2.2831735610961914,4.695124626159668
yalah nak nak,yalah nak nak,ya lah nak nak,yalah nak nak,ni lah nak nak,0.7822301387786865,1.7125916481018066,0.7767689228057861,1.5650198459625244
nak kena jalan jauh lepas tu cari telefon lepas tu bawa duit lagi kan,nak kena jalan jauh lepas tu cari telefon lepas tu bawa duit lagi kan,nak kena jalan jauh lepas tu cari telefon lepas tu bawa duit lagi kan,nak kena jalan jauh lepas tu cari telefon lepas tu bawa duit lagi kan,nak kena jalan jauh lepas tu cari telefon lepas tu bawa duit lagi kan,4.073946475982666,5.892582893371582,2.885732650756836,5.66867470741272
satu minit dua puluh sen,satu minit dua puluh sen,satu minit dua puluh sen,satu minit dua puluh sen,satu minit dua puluh sen,1.2555665969848633,2.4863202571868896,1.2068185806274414,2.481580972671509
iyalah telekomunikasi ni ah ni lah kerajaan ada inisiatif lah untuk maju kan lagi kan,yalah telekomunikasi ni ah ni lah kerajaan ada dekat syaritiflah untuk maju kan lagi kan,ya lah telekomunikasi ni ah ni lah kerajaan ada inisiatif lah untuk majukan lagi kan,iyalah telekomunikasi ni ah ni lah kerajaan ada inisiatif lah untuk maju kan lagi kan,ya lah telekomunikasi ni ah ni la kerajaan ada inisiatif la untuk maju kan lagi kan,5.009088039398193,6.662260055541992,3.365097522735596,7.633855819702148
so lagi senanglah lagi mudah nak buat macam [UNK],so lagi senanglah lagi mudah nak buat macam nak,so lagi senang lah lagi mudah nak buat macam nak,so lagi senanglah lagi mudah nak buat macam rak,so lagi senang la lagi mudah nak buat macam,1.7574021816253662,4.240701198577881,2.100879669189453,3.081047534942627
macam pasal kes Covid pun orang senanglah dapatkan,macam pasal kes Covid pun orang senanglah dapatkan,macam pasal kes Covid pun orang senang lah dapat kan,macam pasal kes Covid pun orang senanglah dapatkan,macam pasal kes Covid pun orang senang lah dapatkan,2.098433494567871,3.634905815124512,2.495182991027832,3.575165271759033
macam ah ah informasi,macam ah ah informasi,macam ah ah informasi,macam ah ah informasi,macam ah ah informasi,1.0253164768218994,2.0137581825256348,1.148472547531128,2.701800584793091
kes positif baru ke apa macam mana cara untuk ni pun orang tengok macam slight slight dapat jumpa,kes positif baru ke apa macam mana cara untuk ni pun orang tengok macam slight slight dapat jumpa,kes positif baru ke apa macam mana cara untuk ni pun orang tengok macam slide slide je dapat rupa,kes positif baru ke apa macam mana cara untuk ni pun orang tengok macam slight slight dapat jumpa,kes positif baru ke apa macam mana cara untuk ni pun orang tengok macam slight slight je dapat jumpa,2.979475736618042,6.638259410858154,2.698980569839477,5.677152156829834
so maksud macam,so maksud macam,so maksud macam,so maksud macam,so maksud macam,0.7993025779724121,1.5739796161651611,0.7748682498931885,1.5940306186676023
jaga sosial macam,jaga sosial macam,jaga sosial macam,jaga sosial macam,jaga sosial macam,0.8850467205047607,1.8182122707366943,0.8733811378479004,1.7729127407073977
macam kalau Perdana Menteri nak ni ke,macam kalau Perdana Menteri nak ni ke,macam kalau Perdana Menteri nak ni ke,macam kalau Perdana Menteri nak ni ke,macam kalau Perdana Menteri nak ni ke,1.532541036605835,4.326639175415039,1.53001070022583,3.4274919033050537
dia macam ha iyalah nak bagitahu ada pengumuman ke,dia macam ah iyalah nak bagitahu ada pengumuman ke,itu macam ah yelah nak beritahu ada pengumuman ke,dia macam ha iyalah nak bagitahu ada pengumuman ke,dia macam ah ya lah nak beritahu ada pengumuman ke,2.2223925590515137,4.045860290527344,2.1626789569854736,4.637024641036987
lagi,dagi,naya,lagi,dagi,0.5642528533935547,1.160678148269653,0.5303168296813965,1.142646074295044
ha ah dorang guna untuk ni yang macam,ha ah dorang guna untuk ni macam,ha ada orang guna untuk ni kan macam,ha ah dorang guna untuk ni yang macam,ha ah dia orang guna untuk ni kan macam,1.3111224174499512,3.3832995891571045,1.7142555713653564,2.810835123062134
masalah sosial yang makin bertambahlah macam iyalah ada orang yang macam tak jaga,masalah sosial makin bertambahlah macam ya lah ada orang yang macam tak jaga,masalah sosial makin bertambah lah macam yelah ada orang yang macam tak jaga,masalah sosial yang makin bertambahlah macam iyalah ada orang yang macam tak jaga,masalah sosial makin bertambahlah macam ya lah ada orang yang macam tak jaga,3.2082769870758057,5.365468978881836,3.67428994178772,5.388047695159912
tak jaga ni lah macam imej,tak jaga ni lah macam imej,tak jaga ni lah macam image,tak jaga ni lah macam imej,tak jaga ni lah macam image,1.2488641738891602,2.461866855621338,1.2200276851654053,2.9402964115142822
tak adalah,tak ada lah,tak ada lah,tak ada lah,tak ada lah,0.8828351497650146,1.897040605545044,0.6309249401092529,1.3578364849090576
sebab negara luar pun ada macam ni,sebab negara luar pun ada macam ni,sebab negara luar pun ada macam yang ni,sebab negara luar pun ada macam ni,sebab negara luar pun ada macam yang ni,1.5944316387176514,3.0933799743652344,1.433410406112671,3.058617353439331
macam imej,macam imej,macam image,macam imej,macam imej,0.7914273738861084,1.3748230934143066,0.7314977645874023,1.6005816459655762
imej masyarakat,imej masyarakat,imaj masyarakat,imej masyarakat,imej masyarakat,0.9963371753692628,1.9958817958831787,0.9305620193481444,1.9733455181121824
ha di [UNK] sendiri la macam maruah ke macam yalah,ah di muzik sendiri la macam maruah ke macam ialah,ah Dimitris ni lah macam maruah ke macam ye lah,ha di la sendiri la macam maruah ke macam yalah,ha di major sendiri la macam maruah ke macam iya lah,2.516404151916504,4.286715984344482,1.7819559574127195,4.614235639572144
ha nak macam pentingkan dirilah lepas tu,ha nak macam pentingkan dirilah lepas tu,ah nak macam pentingkan dirilah lepas tu,ha nak macam pentingkan dirilah lepas tu,ha nak macam pentingkan dirilah lepas tu,1.6362075805664062,3.1134281158447266,1.5808024406433103,3.130481719970703
macam kalau tak ni kan dia orang macam senang kan macam nak cari macam,macam kalau tak ni kan dia orang macam senang kan macam nak cari macam,macam kalau tak ni kan dia orang macam senang kan macam nak cari macam,macam kalau tak ni kan dia orang macam senang kan macam nak cari macam,macam kalau tak ni kan dia orang macam senangkan macam nak cari macam,2.2821691036224365,5.727822542190552,2.62975811958313,4.301828145980835
apa ni yang,apa ni yang,apa ni yang,apa ni yang,apa ni yang,0.6856462955474854,1.3703179359436035,0.934948205947876,1.3464877605438232
yang macam,yang macam,yang macam,yang macam,yang macam,0.5291142463684082,1.1433467864990234,0.7828612327575684,1.0804522037506104
[UNK] dia orang macam tak jaga kan,pornografi dia orang macam tak jaga kan,pornografi dia orang macam tak jaga kan,porta dia orang macam tak jaga kan,pornografi dia orang macam tak jaga kan,1.571920394897461,3.117274045944214,1.36491060256958,4.030497074127197
itulah macam,itulah macam,itulah macam,itulah macam,itulah macam,0.9400143623352052,2.1544723510742188,0.7715673446655273,1.6661813259124756
keburukan dia,keburukannya,kau berkanya,keburukan dia,keburukan dia,1.0987999439239502,1.9668052196502688,0.7550797462463379,1.5146722793579102
ha ah,ha ah,ha,ha ah,ha ah,0.539114236831665,0.9166104793548584,0.536628246307373,1.0946273803710938
iyalah,ya lah,ya lah,ya lah,ya lah,0.5522909164428711,1.146171808242798,0.534632682800293,1.0930187702178955
